sentence,target,polarity
"""And I believe Lieutenant Governor Justin Fairfax must resign.""",Justin Fairfax,2.0
U.S. Corporations Join The Effort To Help Hurricane Harvey Victims Private-sector firms are pitching in to help Harvey victims.,Harvey,4.0
"MULLINS: For example, a student tweets about smoking pot.",MULLINS,4.0
"LAWRENCE: That's VA Secretary Robert Wilkie, who told NPR that's why he's not concerned that the Mission Act will bleed resources away from the VA.",Wilkie,4.0
"GJELTEN: In his pronouncement, Francis speaks of the holiness he sees in parents who raise their children with immense love, in the men and women who work hard to support their families.",Francis,6.0
"GJELTEN: In his pronouncement, Francis speaks of the holiness he sees in parents who raise their children with immense love, in the men and women who work hard to support their families.",he,6.0
"She's raising five children, does housework and chores — we're talking about fresh tortillas every day made from stone-ground corn — and she helps with the family's business in their small village about 2 1/2 hours west of Cancun on the Yucatan.",She,6.0
"He tried to hold down a job, but nothing stuck.",He,2.0
"Hillary Clinton's campaign had a unique agreement with the DNC before the 2016 primaries, giving control over party decisions to the campaign for relieving DNC debt, according to a document.",Hillary Clinton's,4.0
"We continue to conduct interviews, scrub social media, review possible surveillance camera - video and exploit digital media to determine how and why Bowers committed this terrible act.",We,4.0
"We continue to conduct interviews, scrub social media, review possible surveillance camera - video and exploit digital media to determine how and why Bowers committed this terrible act.",Bowers,2.0
Eighteen people were arrested in connection with Khashoggi's death.,Eighteen people,2.0
"The iron-fisted president had been the only leader Zimbabwe had known in nearly four decades of independence — that is, until he stepped down late last year under pressure from the military and Mnangagwa, an erstwhile ally who had served as Mugabe's spymaster before the two had a falling out.",Mugabe,2.0
"SHAPIRO: Nationally, Donald Trump got eight percent of the black vote.",SHAPIRO,4.0
"However, in 2014, Pope Francis said Romero's case for sainthood had been ""unlocked"" after being put on hold by the Vatican's Congregation for the Doctrine of the Faith.",Pope Francis,4.0
"Ralph Northam apologized on Friday for a 1984 medical school yearbook photo, which shows a person wearing blackface standing next to another person wearing a Ku Klux Klan robe.",Ralph Northam,2.0
"Ralph Northam apologized on Friday for a 1984 medical school yearbook photo, which shows a person wearing blackface standing next to another person wearing a Ku Klux Klan robe.","a 1984 medical school yearbook photo, which shows a person wearing blackface standing next to another person wearing a Ku Klux Klan robe",2.0
MARTIN: We've got NPR's Tim Mak in our studio in Washington to help us understand that very subject.,MARTIN,4.0
"Then I want to eat,"" Jimena responds.",Jimena,4.0
Erdogan's End Game NPR's David Greene speaks with international relations professor Fawaz Gerges about Turkish President Recep Tayyip Erdogan's handling of the killing of Saudi journalist Jamal Khashoggi.,Saudi journalist Jamal Khashoggi,4.0
"NPR's Ailsa Chang speaks with Dr. Fatima Cody Stanford, who specializes in obesity medicine, about a new app from WW — formerly Weight Watchers — that targets children.",NPR's Ailsa Chang,4.0
"U.S. Gen. Stephen Townsend, commander of the international military coalition against ISIS, later said he did not believe Baghdadi was dead.",he,4.0
"SMITH: Whoa, whoa, whoa, it's so bright.",SMITH,4.0
"Special Counsel Mueller's Office Says 'Buzzfeed' Report Is 'Not Accurate' Special counsel Robert Mueller's office says a report from Buzzfeed News that alleged President Trump directed his former lawyer Michael Cohen to lie to Congress is ""not accurate.""",Robert Mueller's,4.0
"HANSI LO WANG, BYLINE: Naseem Alkobadi left Yemen as a young girl with her family 15 years ago.",Alkobadi,4.0
Week In Politics: The Tax Bill And The Russia Investigation NPR's Mary Louise Kelly speaks with political commentators Jonathan Capehart of The Washington Post and Ramesh Ponnuru of The National Review about the tax bill and Mueller's Russia investigation.,Mary Louise Kelly,4.0
"NAUGHTON: Well, I think the nature of careers as, especially as independent practitioners for physicians, it does allow for greater flexibility and the ability to take time out of their career without being punished for it later.",NAUGHTON,4.0
NPR's Mary Louise Kelly speaks with Seth Jones of the Center for Strategic and International Studies about President Trump's claim that the Soviet Union collapsed due to its military operations in Afghanistan.,Mary Louise Kelly,4.0
"NPR's Scott Simon speaks with Liz Benjamin, host of Capital Tonight on Spectrum News about the the scandal around Attorney General Eric Schneiderman and New York's political landscape.",Scott Simon,4.0
"SUAREZ: I think some people will have heard the name Chief Joseph, but for those who have not, tell us about him.",Chief Joseph,4.0
"NPR's Michel Martin looks back with former Vice President Walter Mondale, who co-wrote the bill.",Walter Mondale,4.0
"And a number of the commentators over this past week have pointed to the gap between the way in which he campaigned, which was often sort of bare knuckles and tough, and the way he governed, which was much more conciliatory and consensus-oriented.",he,2.0
"But if anyone else did, especially the popular favorite Mohamed Farmajo, it would show her that...",her,4.0
Yates' Jan. 26 meeting in the executive mansion reportedly was to notify the administration that the FBI believed Flynn could be vulnerable to Russian blackmail.,Yates',4.0
"HENNESSY: I know that some people find that very important, her anti-abortion stance.",HENNESSY,4.0
"(SOUNDBITE OF PROTEST)
UNIDENTIFIED PROTESTERS: (Chanting in Spanish) No mas Nelson.",Nelson,2.0
"(SOUNDBITE OF PROTEST)
UNIDENTIFIED PROTESTERS: (Chanting in Spanish) No mas Nelson.",Spanish,4.0
"SCHULTZ: Well, in fairness...",SCHULTZ,4.0
"CORNISH: Congressman Brian Higgins of New York, thank you for speaking with ALL THINGS CONSIDERED.",Congressman Brian Higgins of New York,6.0
"John Paul Stevens Was My Personal Hero, William Treanor Says",John Paul Stevens,6.0
"NPR's Steve Inskeep talks to William Treanor, dean of the Georgetown University Law Center, about the death of retired Supreme Court Justice John Paul Stevens.",NPR's Steve Inskeep,4.0
"So Eman Helal, for example, the Egyptian photojournalist, her family did not want her to be a journalist at all because she would have to navigate spaces that were male-dominated, that it was expected of the woman to not be in those spaces, to be at home.",Eman Helal,4.0
"Criminal Justice Reform Bill Earns Senate Approval, Moves Closer To Becoming Law A bipartisan bill aimed at overhauling federal prisons and reducing recidivism cleared a major hurdle Tuesday night.",Criminal Justice Reform Bill,6.0
"So then the strategic question is do they wait, allow the 10 Democrats who are up for re-elections in red states or some proportion of them to vote for Gorsuch and then filibuster the next time when it really matters, if Kennedy were to retire?",Gorsuch,4.0
"SHAPIRO: They produce sulfur, yeah.",SHAPIRO,4.0
"Democrats were furious, for example, when Barr called the surveillance conducted of Trump's campaign in 2016 ""spying"" — after the Russian government had launched its disinformation war on the presidential campaign.",Barr,2.0
