sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
"In his testimony, Kavanaugh said he could not answer questions about whether a president could pardon himself or whether a sitting president can be required to respond to a subpoena.",Kavanaugh,Kavanaugh,1,CORRECT,0.46353582948370314,0.46353582948370314
Marc Lamont Hill fired from CNN after his speech on Israel draws outrage,Marc Lamont Hill,Marc Lamont Hill,1,CORRECT,0.8520087929535507,0.8520087929535507
"In her suit against New York City and three police officers, Linda Dominguez says she was hit with a ""bogus"" charge of knowingly misrepresenting her identity.",Linda Dominguez,New York City,2,OTHER,0.600701509455389,0.5566779089841795
"She risked her life to secure it for others,"" Schumer said.",She,Schumer,2,OTHER,0.8507062482138098,0.8104098083497313
"She risked her life to secure it for others.""",her life,She,4,OTHER,0.8196886298828817,0.4309405839866196
"She risked her life to secure it for others.""",She,She,1,CORRECT,0.8196886298828817,0.8196886298828817
Wade Marbaugh serves as Greene's co-director.,Wade Marbaugh,Greene,2,OTHER,0.9155274219032911,0.6747794045883232
"He added that President Trump's relationship with the disabled community was ""atrocious"" and ""so offensive.""",President Trump,Trump,3,SMALLER_SPAN,0.9322845977297303,0.7210586580598021
"Connor Kerner, 17, was arrested in connection with the murders of two teenagers in Indiana.",Indiana,Connor Kerner,2,OTHER,0.7765398145719086,0.508871196817574
"And fear of failure could be a good thing, Johnson said.",Johnson,Johnson,1,CORRECT,0.8549252793974038,0.8549252793974038
Several 2020 Democratic presidential candidates have weighed in on allegations that former Vice President Joe Biden made a number of women feel uncomfortable with inappropriate or unwelcome physical contact.,Joe Biden,Joe Biden,1,CORRECT,0.7598231696613112,0.7598231696613112
"But he also said Democrats should focus on shoring up the Affordable Care Act, particularly its protections for those with pre-existing conditions and caps on out-of-pocket expenses.",he,the Affordable Care Act,2,LARGER_SPAN,0.8838927704964589,0.4570711341715257
"With a career, lifestyle brand and charity work behind her, Markle is an accomplished woman in her own right.",Markle,Markle,1,CORRECT,0.7500406680824121,0.7500406680824121
"By Janelle Griffith
Comedian Michael Rapaport issued an apology to Pete Davidson after facing backlash for video and comments he posted on Twitter mocking both the ""Saturday Night Live"" cast member and Kanye West.",Twitter,"both the ""Saturday Night Live"" cast member",2,OTHER,0.9275726723793366,0.7243409612710809
"According to Kaku, having immigrants with training and work experience provides a shortcut to innovation, according to Kaku--and the numbers back him up.",Kaku,Kaku,1,CORRECT,0.6919949050383594,0.6919949050383594
“I’m proud of him — that he’s found his purpose.”,him,he,2,OTHER,0.7003329343021047,0.46417102964162077
"The suit asks that a federal judge place an injunction on Rosenstein, Mueller and the Justice Department to restrict them from performing their duties.",Mueller,"Rosenstein, Mueller and the Justice Department to restrict them from performing their duties",2,LARGER_SPAN,0.9895786710172559,0.7773727500865115
"While there’s plenty of focus on President Trump’s invited State of the Union guests and how they play into his message, the address also gives Democrats looking to replace him a chance to send their own messages with their choice of guests.",him,State of the Union,10,OTHER,0.9553980334706241,0.2955255881231308
"While there’s plenty of focus on President Trump’s invited State of the Union guests and how they play into his message, the address also gives Democrats looking to replace him a chance to send their own messages with their choice of guests.",Trump,State of the Union,2,OTHER,0.9553980334706241,0.9188621414065046
"Vice President Mike Pence called the speech ""all"" Trump on Wednesday morning and said it showed the president's willingness to ""make his case and challenge his detractors when unfair criticism comes his way.""",Trump,Vice President Mike Pence,3,OTHER,0.8299662488630836,0.5931211588054207
Ross was convicted of first-degree murder and sentenced to life in prison.,Ross,Ross,1,CORRECT,0.911877617003565,0.911877617003565
Nigeria's military is facing criticism after sending out a tweet that appeared to use President Trump's comments as justification for shooting and killing protesters.,President Trump,Trump,3,SMALLER_SPAN,0.9145617008142478,0.6417499960129163
"A roundup of the most important political news stories of the day — on health care, Donald Trump, Jeff Sessions and more",Jeff Sessions,Donald Trump,2,OTHER,0.7091731727970301,0.6660901852617666
"I pledge to every citizen of our land that I will be president for all Americans, and this is so important to me,"" Trump said in his victory speech on election night.",Trump,Trump,1,CORRECT,0.8170294131016762,0.8170294131016762
"""Mr. Trump put Mr. Stone on the speakerphone.",Mr. Trump,Stone,4,OTHER,0.893929523171642,0.7813934467127738
"""Mr. Trump directed me to use my own personal funds from a Home Equity Line of Credit to avoid any money being traced back to him that could negatively impact his campaign,"" Cohen said.",Trump,Trump,1,CORRECT,0.8496556639353828,0.8496556639353828
"They announced last week that they would oppose DeVos' nomination, throwing her confirmation dangerously close to failing.",DeVos,DeVos,1,CORRECT,0.9279968774896885,0.9279968774896885
"Gentz told police that he punched her in the face, pulled her hair and hit her with a bottle.",Gentz,Gentz,1,CORRECT,0.7323573392604471,0.7323573392604471
"Gentz told police that he punched her in the face, pulled her hair and hit her with a bottle.",he,Gentz,2,OTHER,0.7323573392604471,0.46579061509884806
"""We would need to see some rebound in economic activity to lift expectations of more rate hikes,"" he said.",he,We,2,OTHER,0.6525134328604965,0.4399414299468087
"This week that price was paid again,"" he told supporters.",he,he,1,CORRECT,0.49800088541671805,0.49800088541671805
"While promoting Trump during a campaign stop in August of 2016, Giuliani inexplicably claimed that during Bush’ two terms in office ”we didn’t have any successful radical Islamic terrorist attack in the United States.”",Giuliani,Bush,2,OTHER,0.9215565365799889,0.7249535233177415
"“It’s all inclusive to everyone in the community regardless of skin color,"" Shimi said.",Shimi,Shimi,1,CORRECT,0.861769954548442,0.861769954548442
The former Texas congressman added that he also favors making public colleges and universities tuition free as well.,The former Texas congressman,The former Texas congressman,1,CORRECT,0.7812214833926091,0.7812214833926091
"The ruling by U.S. District Judge Julie Robinson in Kansas City is the latest setback for Secretary of State Kris Kobach, who has championed such laws and led President Donald Trump's now-defunct voter fraud commission.",Kobach,Donald Trump,19,NER_VS_SUBSPAN,0.7698225828162588,0.2182660405591165
"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate.",Flake,"Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders",12,LARGER_SPAN,0.9999169386693257,0.31241941166401926
Donnelly was criticized after the Associated Press reported he profited from a family business that outsourced labor to Mexico.,Donnelly,Donnelly,1,CORRECT,0.6077386402537023,0.6077386402537023
"Sanders' support from Cruz, a high-profile Latina, could help him with minority communities.",Cruz,Sanders,2,OTHER,0.895382557224934,0.8814921435700516
"Sanders' support from Cruz, a high-profile Latina, could help him with minority communities.",Sanders,Sanders,1,CORRECT,0.895382557224934,0.895382557224934
"She also named Sanders' efforts on education, collective bargaining, the rights of people in the LGBTQ and transgender communities, and other issues.",Sanders,Sanders,1,CORRECT,0.9000647399765157,0.9000647399765157
"Keep in mind I want to proceed very cautiously,” Cummings told reporters after the hearing Wednesday, when asked if he had heard any evidence of impeachable offenses.",he,Cummings,2,OTHER,0.4986339793174249,0.39640759256374947
"In his opening statement, he vigorously denied accusations that he lied in previous testimony to Congress about his and other campaign officials' communications with Russian officials during the 2016 presidential election.",Russian,Congress,7,OTHER,0.5995970919790996,0.13616991986734778
"In his opening statement, he vigorously denied accusations that he lied in previous testimony to Congress about his and other campaign officials' communications with Russian officials during the 2016 presidential election.",he,Congress,2,OTHER,0.5995970919790996,0.43977295055612636
"Trump, by comparison, has not only called Bergdahl a “dirty rotten traitor” on the campaign trail, he suggested a specific punishment for the Idaho soldier — execution by firing squad or throwing him from a plane without a parachute.",Bergdahl,Trump,2,OTHER,0.8216896345312807,0.7342175830053249
"Play Facebook
Twitter
Embed Bowe Bergdahl: The Man Branded 'Dirty, Rotten Traitor' by Trump 1:31 autoplay autoplay Copy this code to your website or blog
Lawyers for the accused argued successfully that Obama, who was just responding to a Pentagon report about the rising number of sexual assaults in the military, had exerted “unlawful command influence” as commander in chief by spelling out specific consequences for members of the military convicted of rape.",Trump,Copy,15,NER_VS_SUBSPAN,0.8140750090865834,0.2460012164963065
"Rapid City Journal / AP file
Rhines was convicted in the stabbing death of Donnivan Schaeffer, 22, while burglarizing a Rapid City doughnut shop in March 1992.",Rhines,"Rapid City Journal / AP file
Rhines",12,LARGER_SPAN,0.9940261772905071,0.22894878671148458
"Daniel Slim / AFP - Getty Images
“We’ve given much thought to Matt’s final resting place, and we found the Washington National Cathedral is an ideal choice, as Matt loved the Episcopal Church and felt welcomed by his church in Wyoming,” Judy Shepard said in a statement shared with NBC News on Wednesday.",Matt,"Daniel Slim / AFP - Getty Images
“We’ve given much thought to Matt’s final resting place, and we found the Washington National Cathedral is an ideal choice",5,LARGER_SPAN,0.9999999971819751,0.926706810179929
"In his obituary, published in The Burlington Free Press, his family remembered him as loving and adventurous.",him,The Burlington Free Press,2,OTHER,0.8972057981304766,0.39993337426286496
"Well over a dozen Republicans have called for Moore to step aside from the race, and the Senate Republican fundraising arm also pulled their support.",Moore,"Moore to step aside from the race, and the Senate Republican fundraising arm also pulled their support",2,LARGER_SPAN,0.9999841334546109,0.8424088869858573
"Short also added some caution to the reports, saying, ""we here in Washington have to be careful as well in this,” noting Moore has been elected multiple times in Alabama and “the people of Alabama know Roy Moore better than we do here in Washington, DC.”",Short,"Roy Moore better than we do here in Washington, DC",3,OTHER,0.9943182183304773,0.7122937425232047
"Repeatedly asked whether President Donald Trump will re-insert himself into the race, Short noted that Trump already campaigned for Strange, Moore’s opponent during the primary.",Short,"Donald Trump will re-insert himself into the race, Short noted that Trump already campaigned for Strange",4,LARGER_SPAN,0.9997956993530048,0.6129638531890891
